City,State,Year,accommodation_food,admin_support,agriculture,arts_entertainment,construction,education,finance,healthcare,information,management,manufacturing,mining,other_services,professional_services,real_estate,retail,transportation,utilities,wholesale
Davis,CA,2019,0.03592814371257485,0.0,-0.16666666666666666,0.2692307692307692,-0.034482758620689655,0.03571428571428571,-0.05128205128205128,-0.01092896174863388,0.0,,0.0,,0.075,-0.04198473282442748,-0.007462686567164179,0.015151515151515152,-0.05,,0.0
Dawsonville,GA,2019,0.10144927536231885,0.09090909090909091,-0.2,0.13333333333333333,0.07954545454545454,0.2,0.030303030303030304,0.10909090909090909,-0.15384615384615385,,0.0,,0.015384615384615385,0.1875,0.22727272727272727,0.0048543689320388345,0.0,,-0.1
Dayton,KY,2019,0.16666666666666666,0.3333333333333333,,,0.0,,,-0.42857142857142855,,,0.0,,-0.1111111111111111,,,-0.14285714285714285,,,0.0
Daytona Beach,FL,2019,0.019002375296912115,0.06626506024096386,,-0.057971014492753624,0.029411764705882353,0.030303030303030304,0.01775147928994083,-0.013089005235602094,-0.10810810810810811,-0.047619047619047616,-0.1111111111111111,,0.0106951871657754,0.0175,-0.004545454545454545,0.029661016949152543,-0.016666666666666666,0.0,0.028368794326241134
Decatur,GA,2019,0.042492917847025496,0.061068702290076333,,0.03076923076923077,0.0975609756097561,-0.10309278350515463,-0.012345679012345678,0.0328125,-0.01282051282051282,-0.5,-0.06172839506172839,,-0.005763688760806916,-0.008130081300813009,0.009009009009009009,-0.013671875,0.06451612903225806,,0.0297029702970297
Deer Park,NY,2019,-0.011363636363636364,0.06578947368421052,,0.15789473684210525,-0.05263157894736842,0.11764705882352941,0.0,-0.08888888888888889,-0.2,,0.0,,0.0,0.05454545454545454,0.05714285714285714,-0.03587443946188341,0.05555555555555555,,-0.02976190476190476
Deland,FL,2019,-0.033112582781456956,0.023529411764705882,-0.4,0.0,0.021739130434782608,0.07407407407407407,0.04081632653061224,0.011627906976744186,0.06896551724137931,,0.0,,0.011695906432748537,0.07027027027027027,0.08045977011494253,0.03056768558951965,-0.030303030303030304,0.0,-0.0625
Delray Beach,FL,2019,0.009933774834437087,0.06584362139917696,,0.11764705882352941,-0.01937984496124031,-0.13725490196078433,-0.004,-0.02945736434108527,0.06349206349206349,0.05555555555555555,-0.06329113924050633,,-0.007957559681697613,0.007776049766718507,0.05901639344262295,-0.014256619144602852,0.0,,0.0049261083743842365
Denton,TX,2019,0.03523035230352303,0.06806282722513089,,-0.08823529411764706,-0.016042780748663103,-0.17857142857142858,-0.010526315789473684,-0.022684310018903593,0.18421052631578946,0.014084507042253521,0.0,-0.25,0.019933554817275746,-0.014492753623188406,-0.010309278350515464,-0.004454342984409799,0.13559322033898305,,-0.0603448275862069
Denver,CO,2019,0.03878902554399243,0.011827956989247311,,0.028892455858747994,0.02772776377385668,-0.018333333333333333,0.014834205933682374,0.002844141069397042,0.05162064825930372,-0.014619883040935672,-0.001863932898415657,-0.01195219123505976,0.004820051413881748,0.02581247084434769,0.03110135382363703,-0.009971509971509971,0.03482587064676617,-0.05263157894736842,-0.00436442989634479
Des Moines,IA,2019,0.014059753954305799,0.006688963210702341,,0.024390243902439025,-0.015659955257270694,0.02,-0.02346041055718475,0.0,0.046296296296296294,0.018518518518518517,-0.005847953216374269,0.0,-0.02046783625730994,0.05709342560553633,0.012048192771084338,-0.011023622047244094,0.031413612565445025,-0.17647058823529413,-0.015015015015015015
Des Plaines,IL,2019,0.019762845849802372,-0.019704433497536946,,-0.03333333333333333,0.010638297872340425,-0.13157894736842105,-0.0546448087431694,-0.014925373134328358,-0.13333333333333333,-0.016129032258064516,-0.05319148936170213,,-0.02197802197802198,-0.015723270440251572,0.02142857142857143,-0.006644518272425249,0.01238390092879257,,-0.056179775280898875
Desoto,TX,2019,0.09333333333333334,0.0,,0.0,-0.03773584905660377,0.1111111111111111,-0.0392156862745098,-0.052941176470588235,0.3,0.0,0.041666666666666664,,-0.075,0.0,0.025,-0.08433734939759036,0.25,,-0.03333333333333333
Destin,FL,2019,-0.056962025316455694,0.08196721311475409,0.0,-0.030303030303030304,-0.05405405405405406,0.0,0.0,0.037037037037037035,-0.05555555555555555,0.0,-0.21428571428571427,,-0.008771929824561403,-0.04225352112676056,0.032679738562091505,-0.025,0.0,0.0,0.0
Douglasville,GA,2019,0.08241758241758242,0.0,,-0.16666666666666666,0.05188679245283019,-0.1724137931034483,-0.02631578947368421,0.0319634703196347,0.0,,-0.045454545454545456,,0.05612244897959184,0.040697674418604654,0.012345679012345678,0.01488095238095238,0.058823529411764705,,-0.017857142857142856
Dover,DE,2019,0.035175879396984924,0.0,,0.16129032258064516,0.00847457627118644,0.0,-0.033112582781456956,0.006711409395973154,0.0851063829787234,0.3076923076923077,0.08571428571428572,0.3333333333333333,0.02631578947368421,0.06930693069306931,0.0782608695652174,0.017341040462427744,0.19148936170212766,0.0,0.0975609756097561
Downers Grove,IL,2019,0.011235955056179775,-0.012987012987012988,,-0.06451612903225806,0.0,0.0,0.01276595744680851,-0.03272727272727273,0.04081632653061224,0.014492753623188406,-0.13157894736842105,,-0.057692307692307696,-0.019021739130434784,0.017543859649122806,-0.009009009009009009,0.061224489795918366,-0.25,-0.007352941176470588
Draper,UT,2019,0.024793388429752067,0.08256880733944955,,0.10344827586206896,-0.010471204188481676,-0.046511627906976744,-0.07772020725388601,0.08900523560209424,-0.05263157894736842,0.06666666666666667,0.08333333333333333,,0.0,-0.022653721682847898,-0.03333333333333333,0.00980392156862745,0.03571428571428571,0.0,-0.03333333333333333
Dripping Springs,TX,2019,0.15,0.0,-0.4,-0.1,0.10784313725490197,-0.07142857142857142,0.03333333333333333,0.1568627450980392,0.23076923076923078,,0.03225806451612903,,0.0,0.02702702702702703,0.07894736842105263,-0.1206896551724138,-0.15384615384615385,0.0,-0.1111111111111111
Duluth,GA,2019,0.07394366197183098,0.050724637681159424,,0.028169014084507043,0.07017543859649122,0.049019607843137254,0.0,0.05531914893617021,0.016129032258064516,-0.06779661016949153,-0.07142857142857142,,0.007211538461538462,0.0033519553072625698,0.0182370820668693,0.021442495126705652,0.06542056074766354,0.0,-0.011337868480725623
Dundee,IL,2019,0.03333333333333333,-0.05660377358490566,,0.07692307692307693,0.03225806451612903,0.0,-0.043478260869565216,0.02564102564102564,-0.11764705882352941,0.0,-0.03125,,-0.04411764705882353,-0.08045977011494253,0.038461538461538464,-0.043010752688172046,0.14285714285714285,,-0.021739130434782608
Durham,NC,2019,0.028460543337645538,0.013363028953229399,,0.07894736842105263,0.02912621359223301,0.05732484076433121,0.0,0.025,-0.07881773399014778,-0.061224489795918366,0.005813953488372093,,0.02702702702702703,-0.0017241379310344827,0.02368421052631579,-0.0183982683982684,0.014705882352941176,0.0,-0.025547445255474453
Eagle,ID,2019,0.08196721311475409,0.1111111111111111,,0.12,0.0273972602739726,0.25,0.08823529411764706,0.0,0.1,0.6666666666666666,0.2,,0.03389830508474576,0.05194805194805195,0.14285714285714285,0.12987012987012986,0.0,,-0.025
Earlysville,VA,2019,,0.2857142857142857,,,-0.047619047619047616,0.0,,,,,0.0,,-0.16666666666666666,0.05263157894736842,-0.16666666666666666,0.0,0.0,,
Easley,SC,2019,0.057692307692307696,0.0,,0.0625,0.05161290322580645,0.125,-0.03571428571428571,0.0603448275862069,-0.14285714285714285,0.0,-0.0625,,-0.04316546762589928,0.011627906976744186,-0.057692307692307696,0.06796116504854369,-0.038461538461538464,,-0.07575757575757576
East Lansing,MI,2019,0.043478260869565216,0.04081632653061224,,0.05,-0.027777777777777776,0.058823529411764705,-0.03418803418803419,-0.09467455621301775,0.041666666666666664,0.2,-0.17647058823529413,,0.008695652173913044,0.06060606060606061,-0.013888888888888888,0.018691588785046728,0.0,,0.18181818181818182
East Lyme,CT,2019,0.07142857142857142,0.2727272727272727,,-0.2,-0.14285714285714285,0.0,0.375,0.10344827586206896,,,0.0,,0.0625,-0.125,0.0,0.0,,,0.2
East Rutherford,NJ,2019,0.10416666666666667,-0.0625,,0.2,-0.023809523809523808,0.0,-0.09090909090909091,0.0,-0.125,0.0,0.0,,-0.05263157894736842,-0.10714285714285714,0.18518518518518517,0.044444444444444446,0.07407407407407407,,0.08
Easton,PA,2019,0.0,0.041237113402061855,,0.12121212121212122,0.038461538461538464,0.09523809523809523,-0.023809523809523808,-0.039647577092511016,0.0,-0.18181818181818182,-0.031914893617021274,,0.043689320388349516,-0.03225806451612903,0.03636363636363636,-0.003424657534246575,0.12244897959183673,,-0.04225352112676056
Eatontown,NJ,2019,0.08433734939759036,-0.04918032786885246,,0.0,0.1694915254237288,-0.14285714285714285,-0.03636363636363636,-0.038461538461538464,0.16666666666666666,0.3,-0.0625,,-0.02631578947368421,-0.015748031496062992,0.09433962264150944,-0.018072289156626505,-0.05555555555555555,,0.037037037037037035
Edgartown,MA,2019,-0.08,0.04,,0.0,0.0136986301369863,,-0.25,0.0,0.1111111111111111,,0.2,,-0.11538461538461539,0.05555555555555555,0.09523809523809523,-0.01639344262295082,0.0,,-0.14285714285714285
Edison,NJ,2019,-0.01597444089456869,-0.005,,0.2916666666666667,0.024844720496894408,0.04,0.04,0.028037383177570093,-0.0625,-0.03333333333333333,-0.03,,-0.020161290322580645,0.0,-0.022222222222222223,-0.0069767441860465115,0.0213903743315508,0.0,0.0027100271002710027
El Dorado Hills,CA,2019,0.1694915254237288,-0.023529411764705882,,-0.038461538461538464,-0.015503875968992248,0.2,0.023255813953488372,0.05343511450381679,0.041666666666666664,-0.3333333333333333,-0.05555555555555555,,0.15,0.020242914979757085,0.05952380952380952,0.028169014084507043,0.23076923076923078,,-0.03508771929824561
El Paso,TX,2019,0.020434227330779056,0.016025641025641024,,-0.03529411764705882,0.003171247357293869,-0.007352941176470588,-0.009414225941422594,0.011527377521613832,0.11483253588516747,0.09803921568627451,-0.01016260162601626,0.3333333333333333,0.0441306266548985,-0.011111111111111112,-0.018028846153846152,0.007858546168958742,0.008519701810436636,0.0,-0.0010080645161290322
El Segundo,CA,2019,0.0064516129032258064,-0.008771929824561403,,0.046511627906976744,0.0,-0.037037037037037035,0.020202020202020204,0.0,0.013071895424836602,-0.043478260869565216,0.0,,-0.020833333333333332,0.043233082706766915,0.07462686567164178,0.008620689655172414,0.05172413793103448,,0.017857142857142856
Elizabeth,IN,2019,,,,,-0.15384615384615385,,,,,,,,0.0,,,0.2,0.0,,
Elizabethtown,PA,2019,-0.0851063829787234,0.07142857142857142,,0.2,-0.030303030303030304,0.0,0.0,-0.06666666666666667,-0.16666666666666666,,0.0,,0.025974025974025976,-0.027777777777777776,0.0,0.04838709677419355,0.1,,0.03571428571428571
Englewood,CO,2019,0.007920792079207921,-0.04093567251461988,0.0,0.13636363636363635,-0.00424929178470255,0.06504065040650407,-0.012609117361784675,0.0034285714285714284,-0.03932584269662921,-0.02666666666666667,0.0072992700729927005,0.09090909090909091,-0.020168067226890758,-0.0026791694574681848,0.0015174506828528073,-0.022222222222222223,0.07627118644067797,-0.07692307692307693,-0.009727626459143969
Erie,CO,2019,0.2608695652173913,-0.07317073170731707,,0.1111111111111111,0.0784313725490196,0.42857142857142855,0.13793103448275862,-0.04878048780487805,0.2727272727272727,-0.25,0.06896551724137931,,0.2631578947368421,0.14814814814814814,0.02564102564102564,-0.06976744186046512,0.25,,0.08695652173913043
Estero,FL,2019,0.05714285714285714,0.022727272727272728,,0.06666666666666667,-0.05263157894736842,-0.25,-0.09433962264150944,0.16666666666666666,0.1111111111111111,,,,0.013157894736842105,0.046511627906976744,0.03296703296703297,-0.004166666666666667,0.0,,0.04
Estes Park,CO,2019,-0.03571428571428571,0.045454545454545456,,0.0,-0.03508771929824561,-0.1111111111111111,0.058823529411764705,-0.1111111111111111,0.1,,0.0,,-0.09433962264150944,-0.020833333333333332,-0.0784313725490196,0.034782608695652174,0.0,,-0.14285714285714285
Eugene,OR,2019,-0.024630541871921183,0.03496503496503497,0.0,0.046296296296296294,0.0275049115913556,-0.04,-0.013736263736263736,0.03135498320268757,-0.07692307692307693,0.041666666666666664,-0.005988023952095809,,0.03315881326352531,0.024390243902439025,0.03389830508474576,-0.01705237515225335,-0.015384615384615385,0.0,-0.045317220543806644
Euless,TX,2019,0.061946902654867256,0.0,,0.09090909090909091,0.0,0.09090909090909091,0.07692307692307693,-0.10416666666666667,0.08695652173913043,0.0,0.020833333333333332,,0.0,-0.019417475728155338,0.0,0.0,-0.02040816326530612,,-0.014492753623188406
Evansville,IN,2019,0.03648068669527897,-0.01680672268907563,,0.0,0.0,-0.06779661016949153,0.0189873417721519,0.03686635944700461,-0.05263157894736842,0.10344827586206896,-0.029661016949152543,0.047619047619047616,0.0018656716417910447,-0.011627906976744186,0.008888888888888889,0.012211668928086838,-0.04195804195804196,0.1,0.013793103448275862
Everett,MA,2019,-0.022727272727272728,0.018518518518518517,,0.0,0.16666666666666666,0.0,0.0,-0.09090909090909091,0.0,,-0.075,,-0.1,0.030303030303030304,0.0,0.023809523809523808,0.023809523809523808,0.0,0.0
Everett,WA,2019,0.0196078431372549,-0.06976744186046512,-0.058823529411764705,0.0425531914893617,0.0631424375917768,-0.17647058823529413,0.07042253521126761,-0.030360531309297913,0.0,-0.058823529411764705,0.04,,0.010416666666666666,0.023017902813299233,-0.060085836909871244,-0.024844720496894408,0.05357142857142857,,-0.020618556701030927
Evergreen,CO,2019,-0.015625,-0.018518518518518517,0.3333333333333333,0.09090909090909091,-0.06382978723404255,-0.058823529411764705,0.039473684210526314,0.054945054945054944,0.043478260869565216,,0.05263157894736842,,-0.15053763440860216,-0.03745318352059925,0.030612244897959183,-0.024390243902439025,0.0,0.3333333333333333,0.04
Exton,PA,2019,0.045454545454545456,-0.06756756756756757,,0.17647058823529413,-0.046511627906976744,-0.10344827586206896,0.041666666666666664,0.009708737864077669,0.0,0.0,-0.029850746268656716,,0.04040404040404041,-0.028225806451612902,0.0,-0.02336448598130841,0.0,,0.02040816326530612
Fairfax,VA,2019,0.04112554112554113,0.0037174721189591076,,0.0,-0.0111731843575419,0.017241379310344827,0.005988023952095809,0.03363518758085381,-0.03007518796992481,-0.017241379310344827,-0.08196721311475409,,0.05,0.009615384615384616,-0.008298755186721992,-0.007029876977152899,-0.05660377358490566,,0.039603960396039604
Fairfield,CT,2019,0.031746031746031744,-0.04716981132075472,,-0.03773584905660377,0.022727272727272728,0.0196078431372549,0.016666666666666666,0.056910569105691054,0.2222222222222222,0.0,0.04,,-0.03508771929824561,-0.08064516129032258,0.04918032786885246,-0.04739336492890995,0.0,,0.0
Fairhope,AL,2019,-0.02247191011235955,0.017857142857142856,,-0.17647058823529413,0.06593406593406594,-0.18181818181818182,-0.025,0.015037593984962405,0.2222222222222222,0.0,0.13333333333333333,,0.04597701149425287,0.017094017094017096,0.0847457627118644,0.031007751937984496,0.5714285714285714,,0.0625
Falls Church,VA,2019,-0.017045454545454544,0.014634146341463415,,0.1388888888888889,0.06976744186046512,-0.04054054054054054,-0.011560693641618497,0.006787330316742082,-0.013157894736842105,-0.09090909090909091,0.0,,0.049707602339181284,-0.011095700416088766,-0.025157232704402517,-0.03234501347708895,0.09090909090909091,,-0.02040816326530612
Farmington,AR,2019,0.08333333333333333,-0.25,,,0.13513513513513514,,-0.1111111111111111,-0.06666666666666667,,,-0.2,,-0.05555555555555555,0.14285714285714285,0.3333333333333333,0.047619047619047616,0.6666666666666666,,0.0
Fate,TX,2019,,,,,-0.16666666666666666,,,,,,,,,,,,,,
Fayetteville,AR,2019,0.04289544235924933,0.051470588235294115,,0.038461538461538464,-0.005050505050505051,0.0,0.011494252873563218,0.011547344110854504,0.0,-0.1111111111111111,-0.0273972602739726,,0.01195219123505976,0.04148471615720524,0.14553990610328638,-0.00909090909090909,-0.18181818181818182,0.0,0.011235955056179775
Fayetteville,NC,2019,0.028419182948490232,0.01932367149758454,,0.05084745762711865,0.025396825396825397,-0.05,0.024793388429752067,0.021374045801526718,0.046875,-0.32142857142857145,-0.0125,,0.03690036900369004,-0.0234375,0.03754266211604096,0.012074643249176729,0.03773584905660377,0.0,0.0
Federal Way,WA,2019,0.024896265560165973,-0.015873015873015872,,-0.029411764705882353,0.09364548494983277,0.05555555555555555,0.03355704697986577,0.02313624678663239,0.0,-0.1,0.13636363636363635,,0.021834061135371178,-0.016304347826086956,0.014598540145985401,-0.007874015748031496,0.11650485436893204,,-0.02857142857142857
Fenton,MO,2019,-0.011764705882352941,-0.027777777777777776,,0.10526315789473684,0.0056179775280898875,-0.125,0.0,0.05154639175257732,-0.037037037037037035,0.0,0.04081632653061224,,-0.02197802197802198,0.024193548387096774,0.047619047619047616,0.025157232704402517,0.0,,-0.04
Fernandina Beach,FL,2019,0.06542056074766354,-0.08196721311475409,,0.09375,-0.030927835051546393,0.14285714285714285,0.07272727272727272,0.03759398496240601,0.21428571428571427,-0.25,0.0,,0.010416666666666666,0.025477707006369428,0.24719101123595505,0.05405405405405406,-0.02702702702702703,0.0,-0.12
Fishers,IN,2019,-0.010638297872340425,-0.024390243902439025,,0.0,0.028169014084507043,-0.07142857142857142,0.01092896174863388,0.02112676056338028,0.05,0.0,-0.037037037037037035,,0.023668639053254437,0.011111111111111112,0.007352941176470588,-0.015228426395939087,0.125,,-0.03968253968253968
Flagstaff,AZ,2019,-0.024657534246575342,0.02158273381294964,0.0,-0.012195121951219513,-0.0034965034965034965,0.05714285714285714,0.046511627906976744,-0.01084010840108401,-0.058823529411764705,-0.42857142857142855,-0.08064516129032258,-0.2,0.02092050209205021,-0.019543973941368076,0.035897435897435895,0.006060606060606061,0.0,0.0,-0.08333333333333333
Fleming Island,FL,2019,-0.05,0.1282051282051282,,0.15384615384615385,0.07547169811320754,-0.15789473684210525,0.05555555555555555,0.057692307692307696,-0.1,,-0.5,,0.05,0.021052631578947368,-0.030303030303030304,0.0,0.0,,-0.1
Flint,MI,2019,-0.03536977491961415,-0.0273972602739726,,0.19230769230769232,-0.007874015748031496,0.07692307692307693,-0.031446540880503145,0.03125,0.04,0.043478260869565216,0.0,,-0.031055900621118012,-0.004081632653061225,-0.03731343283582089,-0.04153354632587859,-0.1323529411764706,,-0.034782608695652174
Florence,KY,2019,-0.010101010101010102,0.03571428571428571,,0.047619047619047616,0.02040816326530612,0.047619047619047616,0.007407407407407408,-0.010309278350515464,-0.07407407407407407,-0.1,-0.027777777777777776,,-0.064,0.007874015748031496,0.04225352112676056,0.008955223880597015,0.016129032258064516,,0.014925373134328358
Flower Mound,TX,2019,-0.005917159763313609,-0.06,,0.20833333333333334,0.09876543209876543,0.0,0.0,0.021660649819494584,-0.23076923076923078,-0.1111111111111111,-0.11538461538461539,,0.05806451612903226,0.07692307692307693,0.0380952380952381,-0.026845637583892617,-0.08571428571428572,,0.019230769230769232
Flowery Branch,GA,2019,0.15254237288135594,0.06896551724137931,,-0.09090909090909091,0.02531645569620253,0.09090909090909091,-0.04878048780487805,0.0425531914893617,-0.25,0.0,-0.05714285714285714,,0.014492753623188406,-0.056338028169014086,0.08108108108108109,0.0,0.15384615384615385,,0.0
Foley,AL,2019,0.05555555555555555,0.058823529411764705,,0.25,0.06944444444444445,0.25,-0.05084745762711865,0.0,0.0,0.0,0.2727272727272727,0.0,0.056338028169014086,-0.046511627906976744,-0.029411764705882353,0.0,-0.1111111111111111,,-0.12121212121212122
Folsom,CA,2019,0.05485232067510549,0.08035714285714286,,0.1111111111111111,-0.033783783783783786,0.09302325581395349,-0.009900990099009901,0.022222222222222223,0.2653061224489796,0.07692307692307693,-0.04,,0.0,0.01179245283018868,0.061068702290076333,-0.03546099290780142,-0.047619047619047616,,0.02127659574468085
Forney,TX,2019,-0.078125,0.125,,0.2,-0.00819672131147541,0.45454545454545453,0.0,0.034482758620689655,0.2222222222222222,,-0.06451612903225806,0.0,-0.0136986301369863,0.029411764705882353,0.13793103448275862,0.22580645161290322,0.18181818181818182,0.0,-0.07692307692307693
Fort Collins,CO,2019,-0.020833333333333332,-0.011764705882352941,0.14285714285714285,0.038461538461538464,0.013050570962479609,0.04672897196261682,0.050397877984084884,0.011464968152866241,-0.04285714285714286,-0.12121212121212122,-0.00851063829787234,0.08333333333333333,-0.01415929203539823,-0.004500450045004501,-0.008048289738430584,-0.022889842632331903,-0.011904761904761904,0.0,-0.030837004405286344
Fort Lauderdale,FL,2019,0.005258126195028681,-0.020027945971122497,-0.29411764705882354,0.0486815415821501,0.022652194431335537,0.029914529914529916,0.03956639566395664,0.01085680751173709,-0.025925925925925925,-0.022099447513812154,-0.015105740181268883,,0.0007855459544383347,0.009057363300905737,0.014052583862194016,-0.017246419175679626,-0.004024144869215292,0.0,-0.0060408921933085506
Fort Lee,NJ,2019,0.027210884353741496,-0.05952380952380952,,-0.23529411764705882,0.0,-0.03571428571428571,-0.09090909090909091,0.052132701421800945,0.0,0.0,0.2727272727272727,,0.005649717514124294,-0.04633204633204633,0.0625,-0.014598540145985401,-0.08333333333333333,,-0.04046242774566474
Fort Myers,FL,2019,0.038580246913580245,0.03067484662576687,0.0,0.008264462809917356,0.05449591280653951,0.0989010989010989,0.0,0.011891891891891892,0.058394160583941604,0.0,-0.020512820512820513,,0.028967254408060455,0.025416301489921123,0.025477707006369428,0.0040192926045016075,0.010416666666666666,0.0,0.006896551724137931
Fort Myers Beach,FL,2019,-0.011904761904761904,-0.23076923076923078,,0.0,0.09090909090909091,,0.25,0.0,,,,,-0.01818181818181818,-0.06060606060606061,0.018867924528301886,0.0,-0.09090909090909091,,0.0
Fort Walton Beach,FL,2019,-0.022598870056497175,-0.007692307692307693,,0.15384615384615385,0.043478260869565216,0.125,0.023529411764705882,-0.029787234042553193,0.0,0.0,-0.06818181818181818,,-0.017241379310344827,0.028089887640449437,0.0423728813559322,-0.01048951048951049,-0.11538461538461539,,-0.03278688524590164
Fort Wayne,IN,2019,-0.011347517730496455,0.009070294784580499,,-0.031746031746031744,0.01697792869269949,0.01020408163265306,-0.018612521150592216,0.026418786692759294,0.023809523809523808,0.0,0.0026954177897574125,0.0,0.009280742459396751,-0.0199203187250996,0.018912529550827423,0.0,0.0,-0.14285714285714285,0.005905511811023622
Fort Worth,TX,2019,0.028183716075156576,0.04838709677419355,,0.14832535885167464,0.022053231939163497,0.07650273224043716,-0.010355029585798817,0.014761904761904763,0.06818181818181818,-0.10218978102189781,-0.0214190093708166,-0.06043956043956044,-0.0012217470983506415,-0.0035353535353535356,0.008519701810436636,0.02368732727990525,0.011326860841423949,0.0,0.0234375
Fountain Hills,AZ,2019,-0.017241379310344827,0.0,,-0.058823529411764705,0.06451612903225806,0.0,-0.09259259259259259,0.16666666666666666,0.0,,0.125,,0.047619047619047616,0.09090909090909091,0.018867924528301886,-0.028985507246376812,-0.1111111111111111,,-0.02857142857142857
Framingham,MA,2019,-0.00684931506849315,0.023529411764705882,,0.0,0.10775862068965517,-0.08571428571428572,0.0,-0.02214022140221402,0.0,-0.046511627906976744,0.046511627906976744,,0.02030456852791878,-0.04180064308681672,-0.011627906976744186,0.01845018450184502,0.10526315789473684,,-0.07
Franklin,MA,2019,0.015151515151515152,0.04878048780487805,,-0.35,-0.02586206896551724,0.0,-0.025,0.16901408450704225,-0.06666666666666667,0.14285714285714285,0.0,,-0.024691358024691357,-0.02127659574468085,-0.1,-0.009615384615384616,0.0,,-0.015873015873015872
Franklin,TN,2019,0.036931818181818184,0.036885245901639344,-0.5714285714285714,0.018957345971563982,0.0502092050209205,0.0,0.05526315789473684,-0.004705882352941176,0.014184397163120567,-0.033707865168539325,-0.023809523809523808,,0.05029585798816568,0.0364963503649635,0.026041666666666668,-0.016885553470919325,0.25,-0.42857142857142855,-0.020618556701030927
Franklin,WI,2019,0.0,0.075,,0.1111111111111111,-0.028169014084507043,0.08333333333333333,-0.02857142857142857,0.0625,0.125,,0.08888888888888889,,-0.08823529411764706,-0.07575757575757576,-0.06666666666666667,0.013333333333333334,0.024390243902439025,,-0.08333333333333333
Frederick,MD,2019,-0.005361930294906166,-0.02727272727272727,,0.16666666666666666,0.015957446808510637,-0.04477611940298507,-0.012448132780082987,0.01834862385321101,0.0,-0.022222222222222223,0.0,,-0.03684210526315789,0.0016339869281045752,0.014492753623188406,-0.013232514177693762,-0.08860759493670886,0.0,-0.004761904761904762
Fredericksburg,VA,2019,0.004576659038901602,0.02066115702479339,0.0,0.08620689655172414,0.004073319755600814,0.01694915254237288,0.004901960784313725,0.001869158878504673,-0.06944444444444445,0.058823529411764705,0.020202020202020204,,0.0038684719535783366,0.0,0.01809954751131222,0.00395778364116095,-0.03636363636363636,0.25,-0.006896551724137931
Freeport,FL,2019,0.0,-0.06666666666666667,,0.0,0.23333333333333334,,0.0,-0.08333333333333333,,,-0.2857142857142857,,0.058823529411764705,0.08333333333333333,0.16666666666666666,0.047619047619047616,0.5,,0.0
Freeport,ME,2019,-0.03508771929824561,0.041666666666666664,0.0,0.0,0.0,-0.1111111111111111,0.0,0.0,-0.1111111111111111,,0.0,,0.0,0.02631578947368421,0.09090909090909091,-0.010101010101010102,0.0,,-0.1111111111111111
Fremont,CA,2019,0.0211864406779661,-0.013100436681222707,,0.0196078431372549,0.006622516556291391,0.07801418439716312,-0.03349282296650718,0.0310391363022942,0.07339449541284404,-0.16129032258064516,0.0,,-0.007281553398058253,-0.0405727923627685,-0.006557377049180328,-0.037296037296037296,0.025,0.0,-0.023504273504273504
Frisco,TX,2019,0.12284482758620689,0.06854838709677419,,0.18446601941747573,0.15207373271889402,0.07627118644067797,0.08695652173913043,0.08187134502923976,0.04040404040404041,-0.0625,0.044444444444444446,-0.16666666666666666,0.050314465408805034,0.07722007722007722,0.12595419847328243,0.0626118067978533,0.18518518518518517,,-0.0049261083743842365
Fullerton,CA,2019,-0.01038961038961039,0.0,,0.0,0.0498220640569395,0.08571428571428572,-0.03571428571428571,0.05605381165919283,0.08888888888888889,-0.023255813953488372,0.031088082901554404,,-0.026785714285714284,0.02959830866807611,0.012195121951219513,-0.009501187648456057,0.15384615384615385,,0.0030864197530864196
Fuquay Varina,NC,2019,0.036585365853658534,0.07792207792207792,,0.23076923076923078,0.03636363636363636,0.0,0.05660377358490566,0.038461538461538464,-0.2222222222222222,0.25,-0.05405405405405406,,-0.038834951456310676,0.045454545454545456,0.022727272727272728,0.008333333333333333,0.13043478260869565,,-0.03225806451612903
Gainesville,FL,2019,0.0398406374501992,-0.03214285714285714,,0.10465116279069768,-0.015197568389057751,0.10112359550561797,0.003968253968253968,0.019151846785225718,-0.04672897196261682,-0.15,0.0,,0.026143790849673203,-0.0041265474552957355,-0.015822784810126583,0.004149377593360996,0.0,,-0.006493506493506494
Gainesville,GA,2019,0.04568527918781726,0.0196078431372549,,-0.12121212121212122,0.014652014652014652,-0.03333333333333333,0.04265402843601896,0.031496062992125984,0.05,-0.08333333333333333,-0.014705882352941176,,0.007518796992481203,0.0,0.08387096774193549,0.014150943396226415,0.01020408163265306,,-0.016483516483516484
Gaithersburg,MD,2019,0.04950495049504951,-0.01873536299765808,,-0.014492753623188406,0.046189376443418015,-0.030303030303030304,0.03048780487804878,-0.007389162561576354,0.03125,-0.002967359050445104,-0.036585365853658534,,-0.008403361344537815,0.023952095808383235,0.00546448087431694,-0.011574074074074073,-0.0410958904109589,,-0.03271028037383177
Gallatin,TN,2019,-0.03125,0.022727272727272728,,-0.1111111111111111,0.061855670103092786,-0.14285714285714285,0.02197802197802198,0.024,-0.045454545454545456,-0.14285714285714285,-0.014285714285714285,,-0.03225806451612903,0.08,0.037037037037037035,0.07894736842105263,0.05714285714285714,,0.06666666666666667
Garland,TX,2019,0.03007518796992481,-0.04591836734693878,,0.1935483870967742,0.010050251256281407,0.04878048780487805,0.009259259259259259,0.01026694045174538,0.02040816326530612,0.0,-0.008264462809917356,,-0.005115089514066497,0.028268551236749116,-0.03804347826086957,-0.004878048780487805,-0.025210084033613446,,0.04205607476635514
