Deal ID,Property ID,Status,Type,Subtype,Features,Hotel Franchise,Market,Date,Property Name,Address,City,State,Country,Postal Code,Unit Count,sf,Yr Built,Yr Renov,Est Completion,# Bldgs,# Floors,Land Area (acres),Occupancy,Prop/Deal,Price ($),Currency,$/Units,$/sf,$/MW,Price Qualifier,Partial Interest,Partial Inv Vol ($),Cap Rate,Cap Rate Qualifier,Owner/Buyer,Buyer's Broker,Seller,Seller's Broker,Lender,Comments or Notes,Latitude,Longitude,County,Submarket,MSA,CBSA,APN,Deed,Beds,Units
3278169,3198297,Sale,Apartment,Mid/Highrise,Affordable,,Broward,Dec-21,10X Living Las Olas Walk,106 S Federal Hwy,Fort Lauderdale,FL,United States,33301,456,"448,063",2020,,,2,8,3.48,99%,1 of 1,n/a,$,,,0,est,,n/a,,,Cardone Capital,,ZOM Residential,Cushman & Wakefield,Square Mile Capital ($174m approx),99% occ.;Mid/Highrise/Affordable property; prior land sale: Jan-18 ($33.0m); ,26.120920,-80.136620,Broward County,Fort Lauderdale - CBD,2680,33100,"504211110090, 504211110220, 504211110140, 504211110130, 504211110120, 504211110110, 504211110250, 504211110100, 504211110240, 504211110040, 504211110230, 504211110050, 504211110060, 504211110080, 504211110210, 504211110180, 504211110160, 50-42-11-11-0080, 50-42-11-11-0210",117801536,,Greater than 400 Units
3299809,3224117,Sale,Apartment,Garden,,,Dallas,Dec-21,The Dylan Apartments,5504 Santorini Ave,Fort Worth,TX,United States,76123,227,,2020,,,8,3,1.46,89%,1 of 1,"53,000,000.00",$,"233,480",,0,confm'd,,"53,000,000",3.5%,unwrtn,VanTrust Real Estate,,Legacy Capital Company,Colliers,Fannie Mae ($27m approx),"89% occ.;Garden property; street retail (12,212 sf); prior land sale: Sep-15 ; ",32.633380,-97.409023,Tarrant County,Ft Worth,2800,19100,"40404277, 40404293",,,Between 200 - 300 Units
3303997,3229203,Sale,Apartment,Garden,,,Dallas,Dec-21,Chisholm at Tavolo Park,Bryant Irvin Rd And Altamesa Blvd,Fort Worth,TX,United States,76132,387,,2020,,,12,3,,,1 of 1,"91,100,000.00",$,"235,401",,0,confm'd,,"91,100,000",,,CAF Capital Partners,,Provident Realty Advisors,Newmark,AMMST 2022-MF4 ($44m approx),Garden property; ,32.642841,-97.421676,Tarrant County,Ft Worth,2800,19100,"42122269, 42235896",,,Between 300 - 400 Units
3278177,3198305,Sale,Apartment,Mid/Highrise,,,Broward,Dec-21,10X Living Riverwalk,305 S Andrews Ave,Fort Lauderdale,FL,United States,33301,260,,2020,,,1,25,1.08,94%,1 of 1,"133,500,000.00",$,"513,462",,0,confm'd,,"133,500,000",,,Cardone Capital,,"Elevate Partners, NCC Development Group",Cushman & Wakefield,Square Mile Capital ($104m approx),94% occ.;Mid/Highrise property; street retail; prior sale: Aug-17 ($24.0m); ,26.119133,-80.143783,Broward County,Fort Lauderdale - CBD,2680,33100,"504210012890, 50-42-10-01-2890",,,Between 200 - 300 Units
3298053,3221841,Sale,Apartment,Mid/Highrise,,,Florida Panhandle,Dec-21,The Tyde,12718 Panama City Beach Pkwy,Panama City Beach,FL,United States,32407,300,"300,000",2021,,,5,"2, 3, 4",20.00,,1 of 1,"93,500,000.00",$,"311,667",312,0,confm'd,,"93,500,000",,,Graycliff Capital,,Mesa Capital Partners,Walker & Dunlop,Guggenheim Partners ($66m approx),Mid/Highrise property; ,30.206182,-85.834955,Bay County,Florida Panhandle,6015,37460,"33997010000, 33999-010-004, 33999010002",93998; 004497001742; 94005; 004497001775,,Between 200 - 300 Units
3283567,3204493,Sale,Apartment,Mid/Highrise,,,San Diego,Dec-21,Gravity,4530 Mission Gorge Pl,San Diego,CA,United States,92120,325,,2020,2021,,,5,4.56,,1 of 1,"177,500,000.00",$,"546,154",,0,confm'd,,"177,500,000",,,Redhill Realty,,Fairfield Properties,Berkadia,,Mid/Highrise property; prior sale: Dec-18 ($11.8m); ,32.783446,-117.096699,San Diego County,Mission Valley,7320,41740,"4612100400, 4612101100, 4613302300, 4613302400, 4613302500, 4613302200, 4612100300, 461-210-13-00",835020,,Between 300 - 400 Units
3287279,3208609,Sale,Apartment,Mid/Highrise,subsidized,,San Diego,Dec-21,Park & Market,1102 Market St,San Diego,CA,United States,92101,427,,2021,,,1,34,1.18,,1 of 1,"236,624,500.00",$,"554,156",,0,approx,,"236,624,500",,,Brookfield AM,,Holland Partners,,,Mid/Highrise/subsidized property; office buildout of; ,32.711899,-117.154325,San Diego County,San Diego - CBD,7320,,"5351341400, 7602149300, 535-134-14-02",854802,,Greater than 400 Units
3301195,3226059,Sale,Apartment,Mid/Highrise,,,Houston,Dec-21,The Park at Tour 18,18110 Hunters Ter,Atascocita,TX,United States,77338,241,,2020,,,,4,,,1 of 1,n/a,$,,,0,est,,n/a,,,Civitas Capital Group,,BHW Real Estate,,,Mid/Highrise property; ,29.984352,-95.220879,Harris County,Houston - Proper,3360,26420,0420800000093,,,Between 200 - 300 Units
3290131,3212289,Sale,Apartment,Mid/Highrise,,,Indianapolis,Dec-21,The Line Apartments,6364 Westfield Blvd,Indianapolis,IN,United States,46220,136,,2020,,,2,"4, 1",0.77,,1 of 1,n/a,$,,,0,est,,n/a,,,Cornerstone Cos Inc,,JC Hart Co,CBRE,,Mid/Highrise property; street retail; ,39.872281,-86.141798,Marion County,Indianapolis - Proper,3480,26900,"49-03-36-132-002.000-801, 490336132002000801, 49-03-36-113-023.000-801",167844; 167845; 167847,,Between 100 - 200 Units
3275545,3195395,Sale,Apartment,Garden,townhouse,,Miami/Dade Co,Dec-21,Paradise Gardens I,14505 SW 260th St,"Princeton, Homestead",FL,United States,33032,176,,2020,,,19,2,,,1 of 1,"19,380,000.00",$,"110,114",,0,approx,,"19,380,000",,,ONX Homes Inc,,Vidal Suriel,,Bank ($13m approx),Garden/townhouse property; ,25.526421,-80.426961,Miami-Dade County,"Miami-Fort Lauderdale-West Palm Beach, FL",5000,33100,3069270000320,,,Between 100 - 200 Units
3287271,3208601,Sale,Apartment,Mid/Highrise,,,Fort Myers,Dec-21,West End at City Walk,2144 McGregor Blvd,Fort Myers,FL,United States,33901,318,,2020,,,1,5,7.84,,1 of 1,"112,500,000.00",$,"353,774",,0,confm'd,,"112,500,000",,,ApexOne Investment Partners,,Aileron Capital Management,Newmark,,Mid/Highrise property; office buildout of; prior land sale: Feb-18 ($7.0m); ,26.637002,-81.878178,Lee County,"Cape Coral-Fort Myers, FL",2700,15980,"234424P2000050000, 23-44-24-P2-33000.0030",405905; 405908,,Between 300 - 400 Units
3287773,3209411,Sale,Apartment,Garden,subsidized,,Austin,Dec-21,Citizen House Decker,5301 Decker Ln,Austin,TX,United States,78724,324,"358,040",2021,,,10,3,16.17,93%,1 of 1,"79,500,000.00",$,"245,370",222,0,apprsl,,"79,500,000",4.2%,unwrtn,Prism Multifamily Group,,Endeavor RE Group,Newmark,Freddie Mac 2022-Q18 ($58m approx),93% occ.;Garden/subsidized property; 262 Low-Income Units; ,30.276962,-97.635274,Travis County,I-35 East,640,12420,881289,,,Between 300 - 400 Units
3273405,3193035,Sale,Apartment,Garden,,,Houston,Dec-21,Balcara at Balmoral,15863 Kinlough Dr,Atascocita,TX,United States,77396,163,,2021,,,,"1, 2",20.00,100%,1 of 1,n/a,$,,,0,est,,n/a,,,Fundrise,,"Balcara Group, Montgomery Street",,,100% occ.;Garden property; ,29.952534,-95.212025,Harris County,Houston - Proper,3360,26420,0401580900765,,,Between 100 - 200 Units
3297645,3221335,Sale,Apartment,Mid/Highrise,,,Phoenix,Dec-21,Adeline Apartments,201 E Washington St,Phoenix,AZ,United States,85004,379,"480,000",2021,,,1,25,1.50,,1 of 1,"204,000,000.00",$,"538,259",425,0,confm'd,,"204,000,000",,,Crown Realty & Dev,Cushman & Wakefield,Hines,JLL,,"Mid/Highrise property; street retail (4,500 sf); office buildout of ; prior land sale: Dec-18 ($20.7m); ",33.447433,-112.070767,Maricopa County,Phoenix - CBD,6200,38060,11227120,,,Between 300 - 400 Units
3313637,3241293,Sale,Apartment,Mid/Highrise,,,Indianapolis,Dec-21,9 on Canal,350 W Saint Clair St,Indianapolis,IN,United States,46202,219,"358,300",2020,,,1,8,1.69,,1 of 1,n/a,$,,,0,est,,n/a,,,350 Canal Land Owner LLC,,"Investment Property Advisors, LLC",,CF Bank ($5m approx),Mid/Highrise property; street retail; prior sale: Oct-14 ($4.5m); ,39.778565,-86.164377,Marion County,Indianapolis - CBD,3480,26900,"491102250017000101, 49-11-02-250-017.000-101",172508; 172509,,Between 200 - 300 Units
3760307,3750339,Sale,Apartment,Mid/Highrise,,,Brevard Co,Dec-21,The Pearl of Viera,2434 Metfield Dr,"Viera, Melbourne",FL,United States,32940,298,,2021,,,6,4,11.60,,1 of 1,n/a,$,,,0,est,,n/a,,,Blackstone,,Davis Development,,,Mid/Highrise property; ,28.244794,-80.732555,Brevard County,Brevard Co,4900,37340,"26-36-09-27-0000A.0-0001.00, 26 360400005160000000, 26 360900002540000000, 26 360400005190000000",324385,,Between 200 - 300 Units
4109907,4156556,Sale,Apartment,Mid/Highrise,,,Atlanta,Dec-21,Lumen Chamblee,2185 American Industrial Way,Chamblee,GA,United States,30341,318,,2023,,,1,6,,,1 of 1,n/a,$,,,0,est,Majority,n/a,,,"Atlantic Realty Prtnrs, Ares Management",,Stein Investment Group,,,"Mid/Highrise property; street retail (5,400 sf); partner buyout; Partial Interest (Majority Share); ",33.893309,-84.301560,DeKalb County,Dekalb,520,12060,18 299 12 006,201849,,Between 300 - 400 Units
3283729,3204673,Sale,Apartment,Garden,townhouse,,San Antonio,Dec-21,Birdsong Apartments at Alamo Ranch,12130 Alamo Ranch Pkwy,San Antonio,TX,United States,78253,272,"285,412",2022,,2022 Q1,5,"2, 1",22.00,,1 of 1,"92,480,000.00",$,"340,000",324,0,approx,,"92,480,000",4.0%,quoted,American Realty Advisors,,Fulton Prop Group,,,Garden/townhouse property; ,29.483396,-98.731684,Bexar County,San Antonio - Proper,7240,41700,04400-943-0010,342422,,Between 200 - 300 Units
3275551,3195401,Sale,Apartment,Garden,,,Tampa,Dec-21,The Beck at Hidden River,8801 Hidden River Pkwy,Tampa,FL,United States,33637,204,,2021,,,,3,1.26,,1 of 1,"66,300,000.00",$,"325,000",,0,confm'd,,"66,300,000",,,Raia Capital Management Inc,,Oxford Properties,Northmarq,AFG ($40m approx),Garden property; ,28.073735,-82.359221,Hillsborough County,Tampa - Proper,8280,45300,"0347760520, 0347760621",630394; 630396,,Between 200 - 300 Units
3280287,3200703,Sale,Apartment,Mid/Highrise,,,Denver,Dec-21,Outlook Clear Creek,4040 Clear Creek Dr,Wheat Ridge,CO,United States,80401,310,,2021,,,1,4,12.50,,1 of 1,"142,000,000.00",$,"458,065",,0,confm'd,,"142,000,000",,,Seagate Properties,,Evergreen DevCo,Northmarq,Insurance ($84m approx),Mid/Highrise property; ,39.770029,-105.148216,Jefferson County,Jefferson,2080,19740,"458113, 458114",,,Between 300 - 400 Units
3297695,3221385,Sale,Apartment,Mid/Highrise,,,Orlando,Dec-21,Winter Park 2,745 Clay St,Orlando,FL,United States,32789,222,"193,422",2021,,,1,4,,,1 of 1,"75,500,000.00",$,"340,090",390,0,approx,,"75,500,000",,,Praedium Group,,Trammell Crow Res,Marcus & Millichap,,Mid/Highrise property; ,28.591140,-81.373603,Orange County,Maitland/Winter Park,5960,36740,"292212617607010, 292212617204010",,,Between 200 - 300 Units
3304681,3230201,Sale,Apartment,Garden,,,Houston,Dec-21,Reserve At City Place,1560 League Line Rd,Panorama Village,TX,United States,77304,264,,2020,,,10,3,13.18,95%,1 of 1,"51,500,000.00",$,"195,076",,0,confm'd,,"51,500,000",4.4%,unwrtn,Orion Multifamily,,D'Agostino Companies,Newmark,Freddie Mac 2022-KF130 ($33m approx),95% occ.;Garden property; 92 Low-Income Units; ,30.368894,-95.490876,Montgomery County,Fort Bend/Waller,3360,26420,"R39161, R343126, 34090000300 (portion), 3409-00-00301",,,Between 200 - 300 Units
3273179,3192783,Sale,Apartment,Mid/Highrise,,,Tampa,Dec-21,Artistry St Pete,1661 Central Ave,Saint Petersburg,FL,United States,33713,246,"254,752",2020,,,1,6,2.51,98%,1 of 1,"92,350,000.00",$,"375,407",363,0,confm'd,,"92,350,000",4.9%,unwrtn,Avanti Residential,,Milhaus,Newmark,Freddie Mac 2022-K139 ($28m approx),98% occ.;Mid/Highrise property; street retail; partial leasehold; prior land sale: Jan-18 ($1.8m); ,27.771497,-82.655687,Pinellas County,St Petersburg,8280,45300,"243116297180130150, 243116297180130090, 243116297180130140, 243116297180130160, 243116297180120120, 243116297180120130, 243116297180130010, 243116297180130070, 243116297180130080, 243116297180130060, 243116297180130050, 243116297180130040, 243116297180130130, 243116297180130030, 24-31-16-29721-001-0010",394986; 021837000393,,Between 200 - 300 Units
3275673,3195525,Sale,Apartment,Garden,,,Orlando,Dec-21,Broadstone Viridian,5038 Broadstone Reserve Cir,Sanford,FL,United States,32771,260,,2021,,,,3,5.02,,1 of 1,"87,000,000.00",$,"334,615",,0,confm'd,,"87,000,000",,,Treeline Partners,,"Alliance Residential, Carlyle Group",Newmark,Athene Annuity - Apollo ($57m approx),Garden property; ,28.809337,-81.349046,Seminole County,Seminole/Lake,5960,36740,"301930300002B0000, 30-19-30-300-002S-0000",159004; 010115000016; 159005; 010115000020,,Between 200 - 300 Units
3306657,3232525,Sale,Apartment,Mid/Highrise,,,Memphis,Dec-21,Poplar Arts Lofts,1951 Poplar Ave,Memphis,TN,United States,38104,111,"124,000",2021,,,1,6,,,1 of 1,"25,500,000.00",$,"229,730",206,0,confm'd,,"25,500,000",,,Lexington Asset Mgmt,,VS Development,Newmark,,Mid/Highrise property; street retail; ,35.142007,-89.995674,Shelby County,Shelby,4920,32820,"017058  00001, 017058  00042, 017058  00004, 017050  00005, 017058  00002, 017058  00003",,,Between 100 - 200 Units
3271123,3190485,Sale,Apartment,Garden,,,Jacksonville,Dec-21,Tapestry Westland Village,6505 Collins Rd,Jacksonville,FL,United States,32244,266,"250,000",2020,,,12,3,28.06,98%,1 of 1,"65,250,000.00",$,"245,301",261,0,confm'd,,"65,250,000",4.0%,quoted,American Landmark,,Arlington Properties,Newmark,Freddie Mac 2022-K748 ($40m approx),98% occ.;Garden property; prior land sale: Feb-19 ($3.0m); ,30.206238,-81.748722,Duval County,Duval/Nassau,3600,27260,"015913 7000, 0159137000",,,Between 200 - 300 Units
3301495,,Sale,Apartment,,,,,Dec-21,Landmark GA/NY Student Housing Recap 2021,2 of 2 properties,,,,,366,,,,,,,,,,"178,384,000.00",,,,,approx,,,,,BREIT,,Landmark Properties,TSB Capital Advisors,,2 property portfolio.,,,,,,,,,,Between 300 - 400 Units
3301495,3245445,Sale,Apartment,Mid/Highrise,student hsng,,Buffalo,Dec-21,Station at Buffalo,1185 Sweet Home Rd,Amherst,NY,United States,14261,196,"200,000",2022,,2022 Q1,18,"5, 3",12.20,,1 of 2,"102,134,000.00",$,"521,092",511,0,approx,Majority,"76,600,500",,,BREIT,,Landmark Properties,TSB Capital Advisors,,Mid/Highrise/student hsng property; 749 beds; seller retained interest; Partial Interest (Majority Share); prior sale: Jul-19 ($7.0m); ,42.995053,-78.799849,Erie County,Buffalo - Other,1280,15380,"1422890540400002005110, 142289-054-040-0002-005-110",,749,Between 100 - 200 Units
3301495,3226393,Sale,Apartment,Garden,student hsng,,"All Others - GA,NC,SC,TN,KY",Dec-21,The Retreat on Milledge,2429 S Milledge Ave,Athens,GA,United States,30605,170,,2021,,,,2,9.30,,1 of 2,"76,250,000.00",$,"448,529",,0,approx,Majority,"57,187,500",,,BREIT,,Landmark Properties,TSB Capital Advisors,,Garden/student hsng property; 594 beds; seller retained interest; Partial Interest (Majority Share); prior land sale: Aug-20 ($5.9m); ,33.906000,-83.366600,Clarke County,All Others - GA,500,12020,"173    001S, 183    014A, 173-001-S, 183-014-A",005304000071,594,Between 100 - 200 Units
3281113,3201733,Sale,Apartment,Garden,,,All Others - Northwest,Dec-21,Mahogany Manor,1300 Mahogany Ave,Bellingham,WA,United States,98226,134,"105,482",2021,,,2,3,3.24,,1 of 1,"38,250,000.00",$,"285,448",363,0,approx,,"38,250,000",,,Easton Court Apartments LLC,Marcus & Millichap,Mahogany Manor LLC,,JP Morgan ($22m approx),Garden property; ,48.793487,-122.514371,Whatcom County,All Others - WA,860,13380,"380211-363152-0000, 3802113202110000",1201252; 1201253,,Between 100 - 200 Units
3293371,3216139,Sale,Apartment,Garden,,,Providence,Dec-21,Station Square,300 N Main St,Mansfield,MA,United States,02048,100,"113,788",2020,,,,3,1.67,95%,1 of 1,"33,000,000.00",$,"330,000",290,0,confm'd,,"33,000,000",4.0%,quoted,Mansfield Center Apartment 2 LLC,,Arista Development LLC,Walker & Dunlop,,95% occ.;Garden property; ,42.030876,-71.218864,Bristol County,Providence - Other,1120,39300,002858684,,,Between 100 - 200 Units
3303691,3228859,Sale,Apartment,Mid/Highrise,student hsng,,Rochester,Dec-21,Apex Apartments @ Colony Manor,10 Colony Manor,Rochester,NY,United States,14623,382,"443,000",2021,,,1,"5, 6",14.10,,1 of 1,"161,500,000.00",$,"422,775",365,0,confm'd,,"161,500,000",,,Harrison Street RE Cap,TSB Capital Advisors,The Michaels Org,Newmark,,Mid/Highrise/student hsng property; 935 beds; ,43.082813,-77.657326,Monroe County,Rochester - Other,6840,,"2632001610100001033000, 263200-161-010-0001-033-000",1016; 012609000353,935,Between 300 - 400 Units
3273317,3192933,Sale,Apartment,Mid/Highrise,,,Broward,Dec-21,Regatta at New River,401 SW 1st Ave,Fort Lauderdale,FL,United States,33301,230,"233,255",2021,,,1,20,1.80,,1 of 1,"115,000,000.00",$,"500,000",493,0,confm'd,,"115,000,000",,,Kapp Morrison LLP,,"Rabina Properties, Related Companies",Cushman & Wakefield,,Mid/Highrise property; street retail; ,26.116958,-80.143612,Broward County,Fort Lauderdale - CBD,2680,33100,"504210014010, 504210013970, 504210014020, 504210013990, 504210013950, 504210013940, 504210014000, 50-42-10-01-4010, 50-42-10-01-3940, 50-42-10-01-3970, 50-42-10-01-3990, 50-42-10-01-4000, 50-42-10-01-3950, 50-42-10-01-4020",117786724,,Between 200 - 300 Units
3276545,3196451,Sale,Apartment,Garden,,,Minneapolis,Dec-21,Aster Meadows,4107 Centerville Rd,Vadnais Heights,MN,United States,55127,140,"101,792",2021,,,2,3,8.06,99%,1 of 1,"35,000,000.00",$,"250,000",344,0,confm'd,,"35,000,000",,,Peak Capital Partners,,Peter Stalland,CBRE,CBRE ($22m approx),99% occ.;Garden property; ,45.065935,-93.058861,Ramsey County,St Paul,5120,33460,"213022340009, 213022340008, 21-30-22-34-0037",2719078; 2719079,,Between 100 - 200 Units
3274841,3194665,Sale,Apartment,Garden,,,San Antonio,Dec-21,Hardy Oak,23975 Hardy Oak Blvd,San Antonio,TX,United States,78260,312,"301,918",2020,2021,,13,2,21.57,97%,1 of 1,"72,900,000.00",$,"233,654",241,0,apprsl,,"72,900,000",3.9%,unwrtn,Investors Mgmt Group,Marcus & Millichap,Abacus Capital Group,IPA (Marcus & Millichap),Freddie Mac 2022-KF131 ($44m approx),97% occ.;Garden property; ,29.661369,-98.508242,Bexar County,San Antonio - Proper,7240,41700,049320000110,,,Between 300 - 400 Units
3293399,3216167,Sale,Apartment,Mid/Highrise,,,Boston,Dec-21,The Caldwell,34-38 Munroe St,Lynn,MA,United States,01901,259,"228,000",2020,,,1,10,,,1 of 1,"123,500,000.00",$,"476,834",542,0,confm'd,,"123,500,000",3.8%,quoted,The Green Cities Company,,"Carlyle Group, Procopio Companies",Walker & Dunlop,,"Mid/Highrise property; street retail (20,000 sf); ",42.462949,-70.947146,Essex County,Essex - Boston,1120,14460,068-628-018,,,Between 200 - 300 Units
3294563,3217821,Sale,Apartment,Mid/Highrise,,,Richmond,Dec-21,Innslake Place Apartments,4245 Innslake Dr,Glen Allen,VA,United States,23060,221,,2021,,,,,,,1 of 1,"63,000,000.00",$,"285,068",,0,confm'd,,"63,000,000",4.1%,quoted,NorthRock Companies,,Innslake Apartments I LLC,Berkadia,,Mid/Highrise property; ,37.650750,-77.585211,Henrico County,Hanover County,6760,40060,"7477619275, 7477617780",61655,,Between 200 - 300 Units
3298251,3222051,Sale,Apartment,Garden,,,Denver,Dec-21,Villas at Prairie Center,2103 Peregrine Dr,Brighton,CO,United States,80601,136,"130,913",2020,,,116,1,12.31,93%,1 of 1,"63,100,000.00",$,"463,971",482,0,confm'd,,"63,100,000",3.8%,next yr,Inland RE Group,,Nexmetro Communities,Walker & Dunlop,Fannie Mae ($31m approx),93% occ.;Garden property; ,39.956293,-104.788062,Adams County,Adams,2080,19740,"R0188214, R0197184",145790; 145792,,Between 100 - 200 Units
3299719,3224025,Sale,Apartment,Mid/Highrise,,,Dallas,Dec-21,Stacy Pointe Apartments,1845 Chelsea Blvd,Allen,TX,United States,75013,326,"312,308",2021,,,4,4,6.90,,1 of 1,"84,000,000.00",$,"257,669",269,0,confm'd,,"84,000,000",,,Weidner Apt Homes,,Provident Realty Advisors,Colliers,Thrivent ($44m approx),Mid/Highrise property; ,33.129400,-96.662585,Collin County,Collin/Denton Co,1920,19100,"R699900001001, R702600001001, R699900000901, R-11594-00B-009R-1",2570960; 2570970,,Between 300 - 400 Units
3394601,3336505,Sale,Apartment,Mid/Highrise,,,Dallas,Dec-21,Luxia River East,328 Oakhurst Scenic Dr,Fort Worth,TX,United States,76111,400,"389,600",2020,,,,4,8.00,,1 of 1,n/a,$,,,0,est,,n/a,,private,HF Investment Inc,,"CrossHarbor Capital, JPI Multifamily",,,Mid/Highrise property; ,32.769802,-97.310388,Tarrant County,Ft Worth,2800,19100,"01853600, 00549479, 00549452, 00549398, 00549428, 00549460, 00549371, 00014796, 00014826",,,Between 300 - 400 Units
3270879,3190199,Sale,Apartment,Mid/Highrise,,,Orange Co,Dec-21,Amplifi Apartments,600-616 W Commonwealth Ave,Fullerton,CA,United States,92832,290,,2020,2021,,2,"4, 3",5.00,93%,1 of 1,"168,000,000.00",$,"579,310",,0,confm'd,,"168,000,000",3.5%,quoted,Nuveen (US),,Intracorp Companies,Berkadia,,"93% occ.;Mid/Highrise property; street retail (4,822 sf); prior land sale: Jul-18 ($21.0m); ",33.869873,-117.935244,Orange County,Anaheim,5945,31080,"032-081-30, 032-084-04, 032-081-26, 03208129, 03208130, 03208404, 032-081-29, 032-081-10, 032-081-34",,,Between 200 - 300 Units
3283597,3204523,Sale,Apartment,Mid/Highrise,,,Columbus,Dec-21,Industry Columbus,230 E Long St,Columbus,OH,United States,43215,236,"178,000",2020,,,1,7,1.35,,1 of 1,"81,000,000.00",$,"343,220",455,0,approx,,"81,000,000",,,Cantor Fitzgerald,,Charles Street Investment Partners,,AMMST 2022-MF4 ($43m approx),Mid/Highrise property; street retail; ,39.965908,-82.994968,Franklin County,Columbus - CBD,1840,18140,"010-000358, 010-028455, 010-025231, 010-028456, 010-025236, 010-009541, 010-009538, 010-014218, 010-011563, 010-021129, 010-024000, 010-001487",224780,,Between 200 - 300 Units
3299957,3224277,Sale,Apartment,Mid/Highrise,subsidized,,Provo,Dec-21,400 Element,61 W 400 S,Provo,UT,United States,84601,119,"90,348",2020,,,,4,1.00,97%,1 of 1,"35,250,000.00",$,"296,218",390,0,confm'd,,"35,250,000",4.0%,quoted,61 W 400 S Provo LLC,Colliers,Element Investors LLC,,Freddie Mac 2022-K749 ($21m approx),97% occ.;Mid/Highrise/subsidized property; 88 Low Income Units; ,40.227981,-111.659933,Utah County,"Provo-Orem, UT",6520,39340,665580002,,,Between 100 - 200 Units
3302865,3227859,Sale,Apartment,Mid/Highrise,,,Dallas,Dec-21,Ramble & Rose,501 W Rosedale St,Fort Worth,TX,United States,76104,275,"223,025",2020,,,1,5,1.72,,1 of 1,n/a,$,,,0,est,,n/a,,,S2 Capital,Marcus & Millichap,The Hudgins Companies,Marcus & Millichap,,Mid/Highrise property; ,32.732767,-97.330079,Tarrant County,Ft Worth,2800,,"3674444, 41399684, 02112825, 04709918, 03674444",,,Between 200 - 300 Units
3302879,3227873,Sale,Apartment,Mid/Highrise,,,Dallas,Dec-21,Ross @ Peak,4302 Ross Ave,Dallas,TX,United States,75204,240,"191,693",2021,,,1,4,2.55,,1 of 1,"62,000,000.00",$,"258,333",323,0,approx,,"62,000,000",3.4%,quoted,HF Investment Inc,Marcus & Millichap,Pollack Shores RE Group,Marcus & Millichap,,Mid/Highrise property; prior sale: Jul-19; ,32.801104,-96.781504,Dallas County,North Dallas,1920,19100,"00000118126000000, 00000118123000000, 00000118120000000, 00000118111000000, 00000118117000000, 00000118081000000, 00000118102000000, 00000118108000000, 00000118084000000, 00000118090000000, 00000118129000000, 00-00011-812-600-0000, 00-06470-016-01A-0000",,,Between 200 - 300 Units
3303883,3229079,Sale,Apartment,Mid/Highrise,,,Dallas,Dec-21,Jefferson East Branch (Phase 1),14175 Dallas Pkwy,Farmers Branch,TX,United States,75240,390,"347,490",2020,,,1,6,8.35,,1 of 1,"116,000,000.00",$,"297,436",334,0,confm'd,,"116,000,000",,,HF Investment Inc,,JPI Multifamily,Newmark,,Mid/Highrise property; prior land sale: Dec-17; ,32.938131,-96.823356,Dallas County,North Dallas,1920,19100,"24000400000010000, 65047869718000100, 24160560000030000, 24095760000010100, 24-08355-00A-001-0000",,,Between 300 - 400 Units
3284289,3205271,Sale,Apartment,Mid/Highrise,,,DC VA burbs,Dec-21,The Foundry,2470 Mandeville Ln,Alexandria,VA,United States,22314,520,"608,495",2020,,,1,16,6.00,97%,1 of 1,"261,750,000.00",$,"503,365",430,0,confm'd,,"261,750,000",,,"Timberline Real Estate Ventures, IGIS",,"Four Points, ELV Associates, Perseus TDC",Walker & Dunlop,KB Financial Group ($170m approx),97% occ.;Mid/Highrise property; street retail; prior sale: Mar-18 ($45.0m); ,38.802513,-77.071678,Alexandria City,Alexandria City,8840,47900,"072.04-03-24, 072.040324, 072.040329, 072.04-03-35",27080,,Greater than 400 Units
3305151,3230699,Sale,Apartment,Mid/Highrise,,,Houston,Dec-21,Ivy Point Cypress,14928 Mueschke Rd,Cypress,TX,United States,77429,136,,2020,,,,,,,1 of 1,"31,000,000.00",$,"227,941",,0,confm'd,,"31,000,000",,,Carlyle,,Pinpoint Commercial,Newmark,,Mid/Highrise property; ,29.992538,-95.720779,Harris County,Houston - Proper,3360,26420,"1284200010001, 1376540010001",,,Between 100 - 200 Units
3274507,3194317,Sale,Apartment,Mid/Highrise,student hsng,,Houston,Dec-21,Tower 5040,5048 Calhoun Rd,Houston,TX,United States,77004,405,"159,235",2020,,,1,"8, 5",1.49,100%,1 of 1,"29,430,000.00",$,"72,667",185,0,apprsl,,"29,430,000",7.9%,unwrtn,Vesper Holdings,,"Wellington Dev't Co, Gore Creek Partners",Berkadia,Freddie Mac 2022-KF131 ($21m approx),100% occ.;Mid/Highrise/student hsng property; 405 beds; leasehold; ,29.713818,-95.341524,Harris County,Houston - Proper,3360,26420,"0410070130055, 0410070130092, 139-649-001-0001",689202; 689206,405,Greater than 400 Units
3289919,3212073,Sale,Apartment,Mid/Highrise,,,Phoenix,Nov-21,Marquis at Chandler,S 95th St,Chandler,AZ,United States,85224,340,,2020,,,17,"4, 2",8.71,96%,1 of 1,"150,000,000.00",$,"441,176",,0,confm'd,,"150,000,000",3.6%,unwrtn,CWS Apartment Homes,,"F&B Capital, PCCP (Pacific Coast)",CBRE,Fannie Mae ($83m approx),96% occ.;Mid/Highrise property; prior sale: Oct-20 ($95.0m); ,33.299628,-111.879251,Maricopa County,Mesa/Tempe/Chandler,6200,38060,"30324027H, 303-63-981",1373187,,Between 300 - 400 Units
